name,categ,X,Y,color
Монгольское пятно,Кожные болезни,-65.88859,-14.505094,#404387
Монетовидная экзема ,Кожные болезни,-53.711777,8.154277,#404387
Морская болезнь,Нервные болезни,63.39184,5.5820117,#64CB5D
Морфинизм,Наркологические проблемы,80.37796,1.5800987,#29788E
Морщины,Косметические проблемы,-70.49185,24.116282,#460C5F
Морщины вокруг глаз,Эстетические проблемы,-73.16323,27.363106,#2D6F8E
Моторная алалия,Нарушения речи,69.22554,29.79077,#8DD644
Мочекаменная болезнь ,Урологические болезни,6.222217,-35.658688,#30678D
Мочекаменная болезнь у детей,Детские болезни,6.7516,-35.48354,#23888D
Мочекислый инфаркт новорожденного,Детские болезни,40.085957,-22.939371,#23888D
Мраморная болезнь,Болезни ОДС и травмы,11.250746,62.516087,#29AF7F
Мужское бесплодие,Мужские болезни,42.925854,-44.630917,#48196B
Мужской климакс,Мужские болезни,37.670967,-39.044727,#48196B
Мужской псевдогермафродитизм,Мужские болезни,43.86656,-41.88465,#48196B
Муковисцидоз,Болезни органов дыхания,-5.671227,3.0470843,#A5DA35
Муковисцидоз легких,Болезни органов дыхания,-5.742442,3.2514346,#A5DA35
Мукополисахаридоз,Болезни ОДС и травмы,12.318647,61.74057,#29AF7F
Мукоцеле лобной пазухи,"Болезни уха, горла, носа",-28.400698,27.057194,#208F8C
Мукоцеле слюнной железы ,Болезни зубов,-57.038757,-34.84169,#38568B
Мультисистемная атрофия,Нервные болезни,46.964367,16.007969,#64CB5D
Нависание верхних век,Эстетические проблемы,-22.1621,48.433502,#2D6F8E
Надбровная ульэритема ,Кожные болезни,-65.82765,13.35879,#404387
Надпочечниковая недостаточность,Эндокринные болезни,31.535189,-33.91281,#440154
Нарколепсия,Нервные болезни,72.83415,4.0980678,#64CB5D
Наркомания,Наркологические проблемы,85.49996,1.7302575,#29788E
Наружное кровотечение,Болезни ОДС и травмы,2.3727357,15.529895,#29AF7F
Наружный геморрой,Болезни толстого кишечника,-6.479216,-61.562138,#D2E11B
Наружный отит,"Болезни уха, горла, носа",-17.667253,27.024609,#208F8C
Нарушение маточно-плацентарного кровотока,Женские болезни,-2.9288318,-81.92861,#3D4C89
Нарушение менструального цикла,Женские болезни,36.08801,-50.211494,#3D4C89
Нарушения голоса,Нарушения речи,64.706795,32.292805,#8DD644
Нарушения мышечного тонуса у новорожденных,Детские болезни,51.708633,17.395649,#23888D
Нарушения осанки,Болезни ОДС и травмы,21.691378,66.90495,#29AF7F
Нарушения осанки у детей,Детские болезни,21.191275,66.83364,#23888D
Нарушения пищевого поведения,Психические расстройства,84.85569,7.158386,#42BE71
Нарушения полового развития,Детские болезни,41.550793,-39.817276,#23888D
Нарушения роста у детей,Детские болезни,37.928288,-36.541767,#23888D
Нарушения сна,Нервные болезни,73.44787,3.167622,#64CB5D
Нарушения спинномозгового кровообращения,Нервные болезни,34.55776,39.260418,#64CB5D
Нарушения эякуляции,Мужские болезни,80.48023,-13.531345,#48196B
Наследственная лимфедема,Наследственные болезни,33.89477,-0.35653436,#267F8E
Наследственная мозжечковая атаксия Пьера-Мари,Нервные болезни,45.755173,16.688896,#64CB5D
Наследственная неполипозная колоректальная карцинома,Наследственные болезни,-42.571594,-42.559742,#267F8E
Наследственная тугоухость,Наследственные болезни,32.94577,-2.6970701,#267F8E
Наследственно-семейный эритроцитоз,Наследственные болезни,31.6692,-8.387723,#267F8E
Наследственные формы рака,Онкологические болезни,-43.565163,-42.12583,#FDE724
Наследственный амилоидоз,Наследственные болезни,31.6644,-6.7756824,#267F8E
Наследственный ангионевротический отек,Наследственные болезни,18.219963,-19.14983,#267F8E
Наследственный рак молочной железы,Онкологические болезни,-43.583218,-41.762577,#FDE724
Натуральная оспа,Инфекционные болезни,-29.72657,-1.7343687,#482374
Неаллергический эозинофильный ринит ,Аллергические болезни,-20.553501,12.084665,#E7E419
Невралгия подчелюстного и подъязычного узлов,Нервные болезни,31.314873,54.022583,#64CB5D
Невралгия тройничного нерва,Нервные болезни,30.47045,56.185493,#64CB5D
Невралгия ушного узла,Нервные болезни,31.568844,54.05178,#64CB5D
Невралгия языкоглоточного нерва,Нервные болезни,31.767036,55.618565,#64CB5D
Невральная амиотрофия Шарко-Мари-Тута,Нервные болезни,44.80616,14.044978,#64CB5D
Неврастения,Нервные болезни,75.4519,3.4167335,#64CB5D
Невринома глотки,Онкологические болезни,-28.850342,21.777397,#FDE724
Невринома слухового нерва,Нервные болезни,21.806807,30.924019,#64CB5D
Неврит,Нервные болезни,26.891142,75.02989,#64CB5D
Неврит зрительного нерва,Нервные болезни,11.768041,33.41057,#64CB5D
Неврит лицевого нерва,Нервные болезни,31.930017,56.46683,#64CB5D
Невроз глотки,Нервные болезни,51.047104,30.307491,#64CB5D
Невроз навязчивых состояний,Нервные болезни,81.5191,17.231413,#64CB5D
Неврозоподобное заикание,Нервные болезни,69.515724,23.387768,#64CB5D
Неврозы,Нервные болезни,74.53486,16.343275,#64CB5D
Невропатия бедренного нерва,Нервные болезни,26.143084,73.51055,#64CB5D
Невропатия большеберцового нерва,Нервные болезни,26.220995,74.58522,#64CB5D
Невропатия локтевого нерва,Нервные болезни,26.049135,75.63797,#64CB5D
Невропатия лучевого нерва,Нервные болезни,26.153511,75.42589,#64CB5D
Невропатия малоберцового нерва,Нервные болезни,25.909956,74.38134,#64CB5D
Невропатия наружного кожного нерва бедра,Нервные болезни,25.678524,73.05031,#64CB5D
Невропатия седалищного нерва,Нервные болезни,25.826944,73.609856,#64CB5D
Невропатия срединного нерва,Нервные болезни,25.48518,75.13184,#64CB5D
Невротические расстройства,Психические расстройства,77.56539,15.284989,#42BE71
Невротическое заикание,Нервные болезни,69.99848,23.823215,#64CB5D
Невус Ота,Кожные болезни,-65.22545,-14.150297,#404387
Невус Сеттона,Кожные болезни,-64.44622,-12.519062,#404387
Негнойный мастит,Болезни молочных желез,-55.193115,-28.642765,#462F7C
Недержание мочи,Урологические болезни,26.116808,-57.839775,#30678D
Недержание мочи у детей,Детские болезни,67.6412,-0.07082979,#23888D
Недержание мочи у женщин,Женские болезни,26.136835,-57.840313,#3D4C89
Недоношенные дети,Детские болезни,37.50604,-23.746607,#23888D
Недостаточность анального сфинктера,Болезни толстого кишечника,-4.312141,-58.972206,#D2E11B
Недостаточность клапана легочной артерии,Болезни сердца и сосудов,61.82408,-26.819103,#79D151
Незавершенный поворот кишечника,Детские болезни,-2.8260655,-54.428135,#23888D
Нейроакантоцитоз,Нервные болезни,43.915634,10.241055,#64CB5D
Нейробластома,Онкологические болезни,-38.284294,-32.591015,#FDE724
Нейробруцеллез,Нервные болезни,33.069706,19.915878,#64CB5D
Нейрогенный кератит,Глазные болезни,-9.7194395,41.063557,#345E8D
Нейрогенный мочевой пузырь,Урологические болезни,-15.056751,-50.963264,#30678D
Нейрогенный мочевой пузырь у детей,Детские болезни,-15.034899,-50.92302,#23888D
Нейродермит,Аллергические болезни,-51.6211,7.604336,#E7E419
Нейролейкоз,Нервные болезни,31.482714,25.834938,#64CB5D
Нейролептический синдром,Психические расстройства,65.41309,8.868011,#42BE71
Нейропатический парез гортани,"Болезни уха, горла, носа",47.28659,36.229305,#208F8C
Нейроревматизм,Нервные болезни,32.968796,23.51252,#64CB5D
Нейросенсорная тугоухость,"Болезни уха, горла, носа",57.21833,28.562197,#208F8C
Нейросифилис,Венерические болезни,33.808884,18.99197,#35B778
НейроСПИД,Иммунные болезни,34.166306,13.590202,#1E9F88
Нейротоксикоз у детей,Детские болезни,39.472744,-18.947529,#23888D
Нейрофиброматоз Реклингхаузена,Кожные болезни,24.221968,24.065975,#404387
Нейроциркуляторная дистония,Болезни сердца и сосудов,60.49856,2.5965333,#79D151
Нейроэндокринные опухоли,Онкологические болезни,-36.1698,-38.897778,#FDE724
Некариозные поражения зубов ,Болезни зубов,-44.994102,49.302216,#38568B
Некрасивый пупок,Эстетические проблемы,-26.27738,50.08865,#2D6F8E
Некроз миоматозного узла,Женские болезни,-28.94742,-83.14233,#3D4C89
Некроз печени,Болезни органов пищеварения,17.092028,-28.030241,#22A784
Некроз пульпы ,Болезни зубов,-51.17956,45.309322,#38568B
Некроз твердых тканей зуба,Болезни зубов,-46.109512,47.550114,#38568B
Некротический энтероколит новорожденных,Детские болезни,11.579055,-38.600677,#23888D
Нелактационный мастит,Болезни молочных желез,-55.19476,-28.469078,#462F7C
Немалиновая миопатия,Наследственные болезни,31.947496,-3.5586314,#267F8E
Неоваскуляризация роговицы,Глазные болезни,3.2706828,40.965126,#345E8D
Неонатальные судороги,Детские болезни,55.309864,8.214264,#23888D
Неонатальный абстинентный синдром,Детские болезни,67.35059,8.32202,#23888D
Неонатальный сахарный диабет,Детские болезни,31.939,-20.68155,#23888D
Неполный аборт,Женские болезни,-11.62199,-82.47138,#3D4C89
Неправильный прикус,Болезни зубов,-40.617752,53.475353,#38568B
Неправильный прикус у детей,Детские болезни,-40.43593,53.763947,#23888D
Непроходимость маточных труб,Женские болезни,-26.359312,-71.412704,#3D4C89
Непроходимость носослезного канала,Глазные болезни,-12.787163,30.016163,#345E8D
Непроходимость пищевода,Болезни органов пищеварения,6.1074395,-59.721493,#22A784
Непроходимость толстой кишки,Болезни толстого кишечника,-3.0138373,-52.05774,#D2E11B
Нервная анорексия у детей и подростков,Детские болезни,84.582146,6.947708,#23888D
Нервно-артритический диатез ,Детские болезни,29.933239,-25.960306,#23888D
Неревматические кардиты у детей,Детские болезни,8.430523,-14.309897,#23888D
Несахарный диабет,Эндокринные болезни,30.61478,-30.656467,#440154
Несовершенный амелогенез ,Болезни зубов,-44.06531,48.863136,#38568B
Несовершенный дентиногенез,Болезни зубов,-44.09467,48.821957,#38568B
Несовершенный остеогенез,Детские болезни,28.210947,3.3343267,#23888D
Неспецифический язвенный колит ,Болезни толстого кишечника,10.330086,-48.932762,#D2E11B
Нефронофтиз Фанкони,Наследственные болезни,28.246191,-18.281872,#267F8E
Нефропатия беременных,Женские болезни,26.106934,-38.236115,#3D4C89
Нефроптоз,Урологические болезни,11.194181,3.065089,#30678D
Нефротический синдром,Урологические болезни,15.340708,-14.315173,#30678D
Неходжкинские лимфомы,Онкологические болезни,-37.9003,-29.658386,#FDE724
Низкое расположение плаценты,Женские болезни,-10.428688,-84.80501,#3D4C89
Никотиновая зависимость,Наркологические проблемы,82.8921,-1.3359745,#29788E
Нистагм,Глазные болезни,11.640214,45.22368,#345E8D
Нитевидная бородавка,Кожные болезни,-68.512436,-7.8896317,#404387
Нитчатый кератит,Глазные болезни,-10.014481,40.18516,#345E8D
Новообразования вульвы,Женские болезни,-25.677608,-56.497746,#3D4C89
Новообразования кожи,Кожные болезни,-59.693066,-12.582914,#404387
Нодулярная гиперплазия печени,Онкологические болезни,-33.30841,-34.289608,#FDE724
Нокардиоз,Инфекционные болезни,-28.236277,5.2344217,#482374
Нос с горбинкой,Эстетические проблемы,-26.88811,45.117016,#2D6F8E
Носовое кровотечение ,"Болезни уха, горла, носа",1.8412806,14.538393,#208F8C
Носогубные складки,Эстетические проблемы,-23.85479,48.488773,#2D6F8E
НПВП-гастропатия,Болезни органов пищеварения,18.931112,-54.402695,#22A784
О-образные ноги,Болезни ОДС и травмы,14.71545,72.41993,#29AF7F
Обвитие пуповиной,Женские болезни,-7.7254486,-83.41599,#3D4C89
Облитерирующий атеросклероз,Болезни сердца и сосудов,20.04515,7.8445535,#79D151
Облитерирующий бронхиолит,Болезни органов дыхания,-3.5203571,1.3456123,#A5DA35
Облитерирующий ксеротический баланит,Мужские болезни,-32.101913,-60.402744,#48196B
Облитерирующий тромбангиит,Ревматические болезни,19.480272,8.007519,#BADE27
Облитерирующий эндартериит,Болезни сердца и сосудов,19.459587,8.058864,#79D151
Обморок (синкопе),Нервные болезни,50.665924,-10.789436,#64CB5D
Обсессивно-компульсивное расстройство у детей,Детские болезни,80.94346,19.640238,#23888D
Обструктивный бронхит,Болезни органов дыхания,-11.982908,5.075243,#A5DA35
Обструктивный бронхит у детей,Детские болезни,-13.013687,6.443785,#23888D
Обтурационная кишечная непроходимость,Болезни органов пищеварения,-3.9986036,-52.936996,#22A784
Общее недоразвитие речи (ОНР),Нарушения речи,71.27548,29.449743,#8DD644
Общий артериальный ствол,Болезни сердца и сосудов,62.25004,-28.756388,#79D151
Овуляторный синдром,Женские болезни,32.127415,-47.862434,#3D4C89
Огнестрельная рана,Болезни ОДС и травмы,2.5700097,19.642963,#29AF7F
Одонтогенный гайморит,"Болезни уха, горла, носа",-26.74574,25.588758,#208F8C
Одонтома,Болезни зубов,-38.73313,31.564789,#38568B
Ожирение,Эндокринные болезни,32.8018,-28.60757,#440154
Ожирение у детей,Детские болезни,35.130627,-25.704308,#23888D
Ожог носа,"Болезни уха, горла, носа",-16.967402,20.538307,#208F8C
Ожог пищевода,Болезни органов пищеварения,-5.8540254,-18.559687,#22A784
Ожог ротовой полости ,Болезни зубов,-36.206924,23.614155,#38568B
Ожоги,Болезни ОДС и травмы,-34.430172,19.04042,#29AF7F
Ожоги глаз,Глазные болезни,-6.3539753,42.197445,#345E8D
Ожоги глотки,"Болезни уха, горла, носа",-16.992638,20.443098,#208F8C
Ожоги у детей,Детские болезни,-34.304276,19.187996,#23888D
Ожоговая болезнь,Болезни ОДС и травмы,40.37773,-15.296239,#29AF7F
Озена,"Болезни уха, горла, носа",-25.273563,22.754902,#208F8C
Окклюзионная гидроцефалия,Нервные болезни,34.508972,30.081814,#64CB5D
Окклюзия подключичной артерии,Болезни сердца и сосудов,21.925024,7.91335,#79D151
Окклюзия сонных артерий,Нервные болезни,36.469433,37.293297,#64CB5D
Окклюзия центральной артерии сетчатки,Глазные болезни,5.7270293,32.35571,#345E8D
Окклюзия центральной вены сетчатки,Глазные болезни,5.6794877,32.385887,#345E8D
Оксалоз,Наследственные болезни,28.33437,-21.951803,#267F8E
Окулофарингеальная мышечная дистрофия ,Наследственные болезни,39.57224,4.0527263,#267F8E
Окулоцереброкутанный синдром,Глазные болезни,9.332411,38.452503,#345E8D
Олеогранулема полового члена,Мужские болезни,-33.278263,-57.29153,#48196B
Оливопонтоцеребеллярные дегенерации,Наследственные болезни,45.705685,17.031368,#267F8E
Олигоменорея. Редкие месячные,Женские болезни,37.039127,-48.233067,#3D4C89
Олигофрения,Психические расстройства,76.99841,25.016367,#42BE71
Оментит,Болезни органов пищеварения,-11.198522,-40.312763,#22A784
Омская геморрагическая лихорадка,Инфекционные болезни,-24.434248,-4.507804,#482374
Омфалит,Детские болезни,-36.92941,11.497027,#23888D
Омфалоцеле,Детские болезни,-8.665177,-73.99225,#23888D
Онейроид,Психические расстройства,76.86358,10.564809,#42BE71
Онихогрифоз,Кожные болезни,-71.2923,12.693054,#404387
Ониходистрофия,Кожные болезни,-69.76612,12.697238,#404387
Онихолизис,Кожные болезни,-71.1765,12.48491,#404387
Онихомикоз,Кожные болезни,-70.979004,11.54972,#404387
Онихофагия,Психические расстройства,77.78168,20.61403,#42BE71
ОНР 1 уровня,Нарушения речи,70.62037,29.656828,#8DD644
ОНР 2 уровня,Нарушения речи,70.9213,30.187569,#8DD644
Онхоцеркоз,Инфекционные болезни,-31.3826,8.53533,#482374
Оофорит. Воспаление яичников,Женские болезни,-29.136993,-65.164604,#3D4C89
Опийная наркомания,Наркологические проблемы,83.06866,0.16414514,#29788E
Описторхоз,Инфекционные болезни,-22.409653,-20.182577,#482374
Опрелости у ребенка,Детские болезни,-76.40272,6.906223,#23888D
Опсоменорея,Женские болезни,36.762527,-48.642475,#3D4C89
Оптико-хиазмальный арахноидит,Глазные болезни,9.847981,34.554283,#345E8D
Оптикомиелит,Нервные болезни,37.799828,14.058774,#64CB5D
Опухоли бронхов,Онкологические болезни,-39.453724,-23.971193,#FDE724
Опухоли брюшины,Онкологические болезни,-40.496162,-34.949093,#FDE724
Опухоли век,Глазные болезни,-55.29942,-14.247344,#345E8D
Опухоли гипофиза,Онкологические болезни,-20.139727,-30.488472,#FDE724
Опухоли головного мозга,Нервные болезни,23.852806,28.809221,#64CB5D
Опухоли желудка,Онкологические болезни,-35.026447,-41.985542,#FDE724
Опухоли конъюнктивы,Глазные болезни,-54.943882,-14.193319,#345E8D
Опухоли костей,Онкологические болезни,11.314955,23.754017,#FDE724
Опухоли мозжечка,Нервные болезни,22.903719,29.401108,#64CB5D
Опухоли мочеточника,Урологические болезни,-28.6324,-38.406937,#30678D
Опухоли мошонки,Мужские болезни,-54.91393,-18.933582,#48196B
Опухоли надпочечников,Онкологические болезни,31.77363,-36.718655,#FDE724
Опухоли паращитовидных желез,Онкологические болезни,-32.345318,-31.467512,#FDE724
Опухоли периферических нервов,Нервные болезни,20.25516,26.906769,#64CB5D
Опухоли печени,Онкологические болезни,-30.637442,-34.0637,#FDE724
Опухоли пищевода,Онкологические болезни,-38.2768,-48.955654,#FDE724
Опухоли поджелудочной железы,Онкологические болезни,-33.127354,-36.569508,#FDE724
Опухоли потовых желез,Кожные болезни,-57.601692,-19.11528,#404387
Опухоли прямой кишки,Онкологические болезни,-35.866604,-44.203827,#FDE724
Опухоли сальных желез,Кожные болезни,-57.718937,-19.168762,#404387
Опухоли сердца,Онкологические болезни,59.158566,-30.398556,#FDE724
Опухоли сигмовидной кишки,Онкологические болезни,-35.240513,-43.76932,#FDE724
Опухоли слезных желез,Глазные болезни,-51.991314,-20.724445,#345E8D
Опухоли слюнных желёз,Онкологические болезни,-45.791504,-33.56025,#FDE724
Опухоли спинного мозга,Нервные болезни,21.364035,27.998095,#64CB5D
Опухоли средостения,Онкологические болезни,-36.50586,-26.612839,#FDE724
Опухоли ствола мозга,Нервные болезни,23.432127,27.201044,#64CB5D
Опухоли толстого кишечника,Онкологические болезни,-35.538578,-45.122284,#FDE724
Опухоли тонкого кишечника,Онкологические болезни,-35.729,-45.085983,#FDE724
Опухоли уха,Онкологические болезни,-31.013023,32.08476,#FDE724
Опухоли хориоидеи,Глазные болезни,16.941711,33.654697,#345E8D
Опухоли ЦНС,Нервные болезни,23.877188,28.592861,#64CB5D
Опухоли челюстей,Онкологические болезни,-36.13707,30.944424,#FDE724
Опухоль Вильмса,Детские болезни,-38.492653,-33.729782,#23888D
Опухоль эпифиза,Нервные болезни,24.328293,26.977098,#64CB5D
Опущение бровей,Эстетические проблемы,-23.010286,48.874794,#2D6F8E
Опущение верхнего века,Глазные болезни,-3.0082903,44.388493,#345E8D
Опущение матки,Женские болезни,-18.389753,-76.69487,#3D4C89
"Опущенный, приподнятый кончик носа",Эстетические проблемы,-26.80946,45.50587,#2D6F8E
ОРВИ у детей,Детские болезни,-18.250767,0.37964147,#23888D
Органическая деменция у детей,Детские болезни,72.2177,22.127462,#23888D
Органический галлюциноз,Психические расстройства,69.3086,13.483414,#42BE71
Органическое бредовое шизофреноподобное расстройство,Психические расстройства,70.004105,13.585487,#42BE71
Органическое расстройство настроения,Психические расстройства,73.172,15.775242,#42BE71
Органическое тревожное расстройство,Психические расстройства,73.58308,16.028364,#42BE71
Орнитоз,Инфекционные болезни,-21.037254,-5.4510913,#482374
Орхит,Мужские болезни,-17.065792,-46.896313,#48196B
Оскольчатый перелом,Болезни ОДС и травмы,7.98877,89.16622,#29AF7F
Осложнения беременности,Женские болезни,-5.9822793,-84.0109,#3D4C89
Осложнения родов,Женские болезни,-9.549063,-86.71763,#3D4C89
Осмидроз,Кожные болезни,-39.106125,-13.9711075,#404387
Остеодистрофии,Болезни ОДС и травмы,10.454997,61.780888,#29AF7F
Остеома,Онкологические болезни,11.406971,24.844368,#FDE724
Остеомаляция,Болезни ОДС и травмы,10.549062,62.624714,#29AF7F
Остеомиелит,Болезни ОДС и травмы,-10.067431,62.492943,#29AF7F
Остеомиелит челюсти,Болезни зубов,-40.69555,40.239,#38568B
Остеопороз,Болезни ОДС и травмы,36.034298,-29.126637,#29AF7F
Остеосаркома,Онкологические болезни,14.543304,24.576397,#FDE724
Остеосклероз,Болезни ОДС и травмы,10.523388,26.411022,#29AF7F
Остеохондроз позвоночника,Нервные болезни,25.946789,61.80492,#64CB5D
Остеохондрома,Онкологические болезни,11.9371395,24.911146,#FDE724
Остеохондропатии,Болезни ОДС и травмы,8.972609,70.784004,#29AF7F
Остиофолликулит,Кожные болезни,-66.72074,6.5088425,#404387
Острая алкогольная интоксикация,Наркологические проблемы,78.40832,5.3599954,#29788E
Острая диарея,Болезни толстого кишечника,13.512711,-44.313927,#D2E11B
Острая дыхательная недостаточность,Болезни органов дыхания,48.54804,-16.445509,#A5DA35
Острая задержка мочеиспускания,Урологические болезни,-17.907774,-51.548782,#30678D
Острая зубная боль,Болезни зубов,-51.661003,47.70019,#38568B
Острая кровопотеря,Болезни ОДС и травмы,40.068104,-14.013195,#29AF7F
Острая окклюзия мезентериальных сосудов,Болезни органов пищеварения,1.5876815,-25.020412,#22A784
Острая окклюзия сосудов конечностей,Болезни сердца и сосудов,21.015978,8.003992,#79D151
Острая печеночная недостаточность,Болезни органов пищеварения,18.834007,-29.169224,#22A784
Острая пневмония,Болезни органов дыхания,-9.895543,-1.2398269,#A5DA35
Острая почечная недостаточность,Урологические болезни,21.984127,-27.235302,#30678D
Острое расширение желудка,Болезни органов пищеварения,2.4679604,-53.983383,#22A784
Острые аллергические реакции,Аллергические болезни,-44.63892,-3.7134686,#E7E419
Острые респираторные вирусные инфекции (ОРВИ),Инфекционные болезни,-18.754677,-0.75732046,#482374
Острый аппендицит,Болезни органов пищеварения,-10.19853,-45.65171,#22A784
Острый бактериальный конъюнктивит,Глазные болезни,-14.400007,39.158104,#345E8D
Острый бронхиолит,Болезни органов дыхания,-12.751912,2.6136265,#A5DA35
Острый бронхит,Болезни органов дыхания,-14.177399,4.9165545,#A5DA35
Острый вагинит,Женские болезни,-37.0187,-64.96985,#3D4C89
Острый вирусный гепатит,Болезни органов пищеварения,-18.349136,-10.446367,#22A784
Острый гастрит,Болезни органов пищеварения,15.551193,-49.110123,#22A784
Острый гастродуоденит,Болезни органов пищеварения,13.8942795,-50.14427,#22A784
Острый гастроэнтерит,Болезни органов пищеварения,-24.38771,-13.433151,#22A784
Острый гепатит,Болезни органов пищеварения,-17.666035,-10.237402,#22A784
Острый гингивит,Болезни зубов,-49.925114,36.18152,#38568B
Острый гломерулонефрит ,Урологические болезни,9.917269,-16.512747,#30678D
Острый дуоденит,Болезни органов пищеварения,14.495636,-47.93992,#22A784
Острый живот,Болезни органов пищеварения,-5.8585095,-48.434162,#22A784
Острый калькулезный холецистит,Болезни органов пищеварения,0.009233471,-38.676163,#22A784
Острый колит,Болезни толстого кишечника,12.114143,-44.41228,#D2E11B
Острый лейкоз,Онкологические болезни,21.141254,-9.472103,#FDE724
Острый лимфобластный лейкоз,Онкологические болезни,21.250217,-10.180295,#FDE724
Острый лихеноидный парапсориаз,Кожные болезни,-54.8868,10.387751,#404387
Острый миелоидный лейкоз,Онкологические болезни,21.277224,-10.179514,#FDE724
Острый обструктивный бронхит,Болезни органов дыхания,-12.367767,5.3309464,#A5DA35
Острый остеомиелит,Болезни ОДС и травмы,-9.230997,62.239864,#29AF7F
Острый панкреатит,Болезни органов пищеварения,1.3126217,-34.302975,#22A784
Острый периодонтит,Болезни зубов,-52.5277,43.118927,#38568B
Острый периостит,Болезни ОДС и травмы,-11.363226,63.41256,#29AF7F
Острый перитонит,Болезни органов пищеварения,-7.9424677,-42.02177,#22A784
Острый пиелонефрит,Урологические болезни,-5.894772,-37.10222,#30678D
Острый проктит,Болезни толстого кишечника,7.123001,-49.275604,#D2E11B
Острый простатит,Урологические болезни,-20.645874,-48.463646,#30678D
Острый пульпит,Болезни зубов,-52.744644,43.910866,#38568B
Острый сиаладенит,Болезни зубов,-15.115353,16.170647,#38568B
Острый сигмоидит,Болезни толстого кишечника,6.55225,-48.294216,#D2E11B
Острый средний отит,"Болезни уха, горла, носа",-18.818739,25.537703,#208F8C
Острый стеноз гортани,"Болезни уха, горла, носа",-4.236027,13.01815,#208F8C
Острый стоматит,Болезни зубов,-50.630486,33.744907,#38568B
Острый трахеобронхит,Болезни органов дыхания,-15.717698,5.9466634,#A5DA35
Острый холангит,Болезни органов пищеварения,-0.65326005,-35.995586,#22A784
Острый холецистит,Болезни органов пищеварения,-1.6447245,-38.13253,#22A784
Острый цистит,Урологические болезни,-22.305662,-50.94983,#30678D
Острый эзофагит,Болезни органов пищеварения,9.221581,-53.115498,#22A784
Острый энтерит,Болезни органов пищеварения,12.233187,-41.463406,#22A784
Острый энтероколит,Болезни органов пищеварения,15.067823,-45.797905,#22A784
Осумкованный плеврит,Болезни органов дыхания,-3.0720246,-9.968039,#A5DA35
Отек головного мозга,Нервные болезни,36.66533,29.988443,#64CB5D
Отек гортани,"Болезни уха, горла, носа",-20.143738,19.130163,#208F8C
Отек Квинке,Аллергические болезни,17.462494,-18.685759,#E7E419
Отек Квинке у детей,Аллергические болезни,-13.076204,12.5267515,#E7E419
Отек легких,Болезни органов дыхания,49.194767,-19.026056,#A5DA35
Отит,"Болезни уха, горла, носа",-18.468906,25.980404,#208F8C
Отит у детей,Детские болезни,-18.071167,24.78919,#23888D
Отказ от школы,Детские болезни,84.92607,27.237835,#23888D
Открытое овальное окно,Болезни сердца и сосудов,67.03876,-29.4643,#79D151
Открытоугольная глаукома,Глазные болезни,5.981556,44.559444,#345E8D
Открытоугольная ювенильная глаукома,Глазные болезни,12.758059,42.583206,#345E8D
Открытый артериальный проток,Болезни сердца и сосудов,63.284424,-30.031641,#79D151
Открытый атриовентрикулярный канал,Болезни сердца и сосудов,65.77105,-28.850864,#79D151
Открытый перелом,Болезни ОДС и травмы,11.371156,84.66171,#29AF7F
Открытый пневмоторакс,Болезни органов дыхания,4.421091,7.79324,#A5DA35
Открытый прикус,Болезни зубов,-41.8945,54.58369,#38568B
Отморожения,Болезни ОДС и травмы,-14.05655,21.379063,#29AF7F
Отоантрит,"Болезни уха, горла, носа",-21.010067,24.008247,#208F8C
Отогематома,"Болезни уха, горла, носа",-22.598969,22.874115,#208F8C
Отогенный сепсис,"Болезни уха, горла, носа",-18.61575,16.51718,#208F8C
Отомикоз,"Болезни уха, горла, носа",-20.149216,23.36891,#208F8C
Отосклероз,"Болезни уха, горла, носа",56.850372,29.783659,#208F8C
Отравление суррогатами алкоголя,Наркологические проблемы,78.03916,0.8237866,#29788E
Отрубевидный лишай,Кожные болезни,-69.71308,2.8557684,#404387
Отслойка сетчатки,Глазные болезни,1.3181353,43.37419,#345E8D
Отслойка стекловидного тела,Глазные болезни,2.3968315,42.757004,#345E8D
Отсутствие уха и/или мочки,Эстетические проблемы,-24.755714,42.685955,#2D6F8E
Отторжение зубного импланта,Болезни зубов,-45.556908,42.16724,#38568B
Офтальмогерпес,Глазные болезни,-4.0627136,35.25314,#345E8D
Офтальмогипертензия,Глазные болезни,6.389116,36.77674,#345E8D
Офтальмомиаз ,Глазные болезни,-9.72636,33.163925,#345E8D
Офтальмоплегическая мигрень,Нервные болезни,56.154633,21.486664,#64CB5D
Офтальмоплегия,Глазные болезни,9.133011,37.126022,#345E8D
Офтальморозацеа ,Глазные болезни,-5.327686,37.84316,#345E8D
Очаговая пневмония,Болезни органов дыхания,-9.31688,-1.9361026,#A5DA35
Очаговый туберкулез легких,Болезни органов дыхания,-3.263106,-3.1400418,#A5DA35
Палиндромный ревматизм,Ревматические болезни,1.8094461,59.121246,#BADE27
Панариций,Болезни ОДС и травмы,-7.4412427,67.21061,#29AF7F
Пангипопитуитаризм,Эндокринные болезни,33.605095,-38.271763,#440154
Панические атаки,Нервные болезни,72.89161,8.80486,#64CB5D
Панические атаки у детей,Детские болезни,73.11479,8.820302,#23888D
Паническое расстройство,Психические расстройства,73.11242,9.119416,#42BE71
Панкреатит у детей,Детские болезни,2.7083898,-33.98817,#23888D
Панкреатогенный сахарный диабет,Эндокринные болезни,30.065733,-30.482122,#440154
